date,start_equity,end_equity,peak_equity,daily_return_pct,daily_max_dd_pct,target_hit,dd_breach,result,symbols
2023-01-31,99999.81896722414,99999.65278188098,99999.81896722414,-0.0001661856440083337,0.0001661856440083337,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-01,99999.74132157135,99999.72788747727,99999.80727910004,-1.343412882246517e-05,7.93917757748896e-05,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-02,99999.7776723614,99999.6666603461,99999.80583513639,-0.0001110122620989381,0.00013917506051075242,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-03,99999.65142383878,99999.842595085,100000.09784269735,0.00019117191261124793,0.00025524736259737585,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-04,99999.84081632762,99999.84081632762,99999.84081632762,0.0,0.0,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-06,99999.8552018199,100000.08524196371,100000.09535357403,0.00023004047690591722,1.0111600676062948e-05,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-07,100000.09060544334,100000.12479778669,100000.23312131467,3.419231236423365e-05,0.00010832327545560274,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-08,100000.10644723776,100000.20865705579,100000.2873993417,0.00010220970922617307,7.874205960974323e-05,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-09,100000.21427334711,100000.17902734043,100000.2673839607,-3.524593115615345e-05,8.835638401751502e-05,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-10,100000.17122523619,99999.89785732077,100000.17996218898,-0.00027336744734487295,0.0002821043605278071,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-11,99999.88432277802,99999.88432277802,99999.88432277802,0.0,0.0,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-13,99999.87419347509,99999.73711095587,99999.89126715266,-0.0001370826916724068,0.00015415636440830398,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-14,99999.74254325141,99998.99747032934,99999.74462245585,-0.000745074840318181,0.0007471540345742521,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-15,99999.05308623066,99999.21604204283,99999.22861513561,0.00016295735522963505,1.2573189770669214e-05,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-16,99999.17476601592,99999.08095184271,99999.2253206595,-9.381494739683749e-05,0.00014436993519691038,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-17,99999.10297951457,99998.76477514631,99999.1054196448,-0.0003382074020546761,0.0003406475458526796,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-18,99998.75412382894,99998.75412382894,99998.75412382894,0.0,0.0,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-20,99998.75460899594,99998.78711669374,99998.82754051371,3.2508102657234975e-05,4.0424293928342804e-05,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-21,99998.78856091424,99998.83628721046,99998.87019409068,4.772687440512892e-05,3.3907263299445004e-05,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-22,99998.8065722391,99998.50763631421,99998.86183971203,-0.0002989394925164118,0.00035420742926387834,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-23,99998.53135070886,99998.8460053347,99998.8460053347,0.0003146592470766302,0.0,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-24,99998.8419796188,99998.82617923236,99998.90354212103,-1.5800569408235038e-05,7.736373692805583e-05,False,False,fail,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-25,99998.8510523043,99998.8510523043,99998.8510523043,0.0,0.0,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-27,99998.84977902992,99998.86664381746,99998.87455290325,1.6864981524370556e-05,7.909174804321332e-06,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-02-28,99998.87624192817,99999.16193683867,99999.16193683867,0.00028569812106008603,0.0,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
2023-03-01,99999.17841292529,99999.17841292529,99999.17841292529,0.0,0.0,False,False,ok,"['EURUSD', 'GBPUSD', 'XAUUSD', 'US30']"
