,open,high,low,close
2009-12-21 00:00:00+00:00,196.05,199.75,195.67,198.23
2009-12-22 00:00:00+00:00,199.44,200.85,198.66,200.49
2009-12-23 00:00:00+00:00,201.2,202.38,200.81,202.19
2009-12-24 00:00:00+00:00,203.55,209.35,203.31,209.0
2009-12-28 00:00:00+00:00,211.72,213.95,209.61,211.58
2009-12-29 00:00:00+00:00,212.59,212.72,208.73,209.07
2009-12-30 00:00:00+00:00,208.82,212.0,208.31,211.8
2009-12-31 00:00:00+00:00,213.15,213.35,210.56,210.84
2010-01-04 00:00:00+00:00,213.41,214.5,212.38,214.18
2010-01-05 00:00:00+00:00,214.48,215.59,213.25,214.38
2010-01-06 00:00:00+00:00,214.38,215.23,210.75,210.94
2010-01-07 00:00:00+00:00,211.75,212.0,209.05,210.58
2010-01-08 00:00:00+00:00,210.3,212.0,209.06,211.89
2010-01-11 00:00:00+00:00,212.9,213.0,208.45,210.07
2010-01-12 00:00:00+00:00,209.19,209.77,206.42,207.73
2010-01-13 00:00:00+00:00,207.87,210.93,204.1,210.4
2010-01-14 00:00:00+00:00,210.11,210.46,209.02,209.43
2010-01-15 00:00:00+00:00,210.93,211.6,205.87,205.9
2010-01-19 00:00:00+00:00,208.37,215.19,207.24,215.11
2010-01-20 00:00:00+00:00,214.84,215.55,209.5,211.94
2010-01-21 00:00:00+00:00,212.08,213.31,207.21,208.09
2010-01-22 00:00:00+00:00,206.78,207.5,197.16,197.55
2010-01-25 00:00:00+00:00,202.51,204.7,200.19,202.5
2010-01-26 00:00:00+00:00,205.79,213.71,202.58,205.89
2010-01-27 00:00:00+00:00,206.83,210.58,199.53,207.97
2010-01-28 00:00:00+00:00,204.9,205.5,198.7,199.3
2010-01-29 00:00:00+00:00,201.07,202.2,190.25,192.12
2010-02-01 00:00:00+00:00,192.38,196.0,191.3,194.71
2010-02-02 00:00:00+00:00,195.76,196.32,193.38,195.82
2010-02-03 00:00:00+00:00,195.21,200.2,194.42,199.22
2010-02-04 00:00:00+00:00,196.78,198.37,191.57,192.0
2010-02-05 00:00:00+00:00,192.63,196.0,190.85,195.3
2010-02-08 00:00:00+00:00,195.69,197.88,194.0,194.01
2010-02-09 00:00:00+00:00,196.3,197.5,194.75,196.19
2010-02-10 00:00:00+00:00,195.89,196.6,194.26,195.25
2010-02-11 00:00:00+00:00,194.9,199.75,194.06,198.72
2010-02-12 00:00:00+00:00,198.19,201.64,195.5,200.6
2010-02-16 00:00:00+00:00,201.95,203.69,197.47,203.42
2010-02-17 00:00:00+00:00,204.19,204.31,200.86,202.54
2010-02-18 00:00:00+00:00,201.61,203.89,200.92,203.04
2010-02-19 00:00:00+00:00,201.91,203.2,201.11,201.64
2010-02-22 00:00:00+00:00,202.34,202.5,199.19,200.44
2010-02-23 00:00:00+00:00,199.93,201.33,195.71,196.98
2010-02-24 00:00:00+00:00,198.23,201.44,197.84,200.55
2010-02-25 00:00:00+00:00,197.36,202.86,196.89,202.0
2010-02-26 00:00:00+00:00,202.38,205.17,202.0,204.64
2010-03-01 00:00:00+00:00,205.7,209.5,205.45,209.01
2010-03-02 00:00:00+00:00,209.98,210.83,207.74,208.8
2010-03-03 00:00:00+00:00,208.94,209.87,207.94,209.33
2010-03-04 00:00:00+00:00,209.33,210.92,208.63,210.75
2010-03-05 00:00:00+00:00,214.99,219.7,214.63,219.0
2010-03-08 00:00:00+00:00,220.02,220.09,218.25,219.03
2010-03-09 00:00:00+00:00,218.31,225.0,217.89,223.17
2010-03-10 00:00:00+00:00,223.81,225.48,223.2,224.84
2010-03-11 00:00:00+00:00,223.91,225.5,223.32,225.5
2010-03-12 00:00:00+00:00,227.35,227.73,225.75,226.58
2010-03-15 00:00:00+00:00,225.38,225.5,220.25,223.9
2010-03-16 00:00:00+00:00,224.18,224.98,222.51,224.55
2010-03-17 00:00:00+00:00,224.95,226.45,223.27,224.07
2010-03-18 00:00:00+00:00,224.2,225.0,222.61,224.75
2010-03-19 00:00:00+00:00,224.97,225.24,221.23,222.21
2010-03-22 00:00:00+00:00,220.47,226.0,220.15,224.88
2010-03-23 00:00:00+00:00,225.53,228.78,224.1,228.39
2010-03-24 00:00:00+00:00,227.64,230.2,227.51,229.36
2010-03-25 00:00:00+00:00,230.92,230.98,226.25,226.73
2010-03-26 00:00:00+00:00,228.96,231.95,228.55,230.91
2010-03-29 00:00:00+00:00,232.9,233.87,231.62,232.45
2010-03-30 00:00:00+00:00,236.6,237.48,234.25,235.83
2010-03-31 00:00:00+00:00,235.49,236.61,234.46,234.92
2010-04-01 00:00:00+00:00,237.43,238.73,232.75,235.97
2010-04-05 00:00:00+00:00,234.98,238.5,234.77,238.5
2010-04-06 00:00:00+00:00,238.2,240.24,237.0,239.54
2010-04-07 00:00:00+00:00,239.56,241.92,238.66,240.54
2010-04-08 00:00:00+00:00,240.44,241.54,238.04,239.95
2010-04-09 00:00:00+00:00,241.37,241.88,240.46,241.88
2010-04-12 00:00:00+00:00,242.25,243.07,241.81,242.31
2010-04-13 00:00:00+00:00,241.89,242.8,241.11,242.34
2010-04-14 00:00:00+00:00,245.28,245.81,244.07,245.63
2010-04-15 00:00:00+00:00,245.77,249.03,245.51,248.92
2010-04-16 00:00:00+00:00,248.57,251.14,244.55,247.44
2010-04-19 00:00:00+00:00,247.01,247.89,241.77,247.08
2010-04-20 00:00:00+00:00,248.45,249.25,242.96,244.61
2010-04-21 00:00:00+00:00,258.8,260.25,255.73,259.24
2010-04-22 00:00:00+00:00,258.2,266.75,256.2,266.33
2010-04-23 00:00:00+00:00,267.99,272.18,267.0,270.85
2010-04-26 00:00:00+00:00,271.88,272.46,268.19,269.48
2010-04-27 00:00:00+00:00,267.27,267.84,260.519,262.23
2010-04-28 00:00:00+00:00,263.25,264.0,256.41,261.61
2010-04-29 00:00:00+00:00,263.05,270.0,262.01,268.6
2010-04-30 00:00:00+00:00,269.31,270.57,261.0,261.01
2010-05-03 00:00:00+00:00,263.84,267.88,262.88,266.36
2010-05-04 00:00:00+00:00,263.01,263.29,256.75,258.66
2010-05-05 00:00:00+00:00,253.01,258.14,248.73,256.12
2010-05-06 00:00:00+00:00,253.83,100000.0,199.25,246.05
2010-05-07 00:00:00+00:00,243.71,246.57,225.21,235.82
2010-05-10 00:00:00+00:00,250.16,254.65,248.53,253.89
2010-05-11 00:00:00+00:00,251.84,259.89,250.5,256.57
2010-05-12 00:00:00+00:00,258.99,263.13,258.7,262.079
2010-05-13 00:00:00+00:00,263.14,265.0,256.399,258.269
2010-05-14 00:00:00+00:00,255.2,256.48,249.5,254.0
2010-05-17 00:00:00+00:00,254.7,256.18,247.71,254.15
2010-05-18 00:00:00+00:00,256.97,258.55,250.26,252.33
2010-05-19 00:00:00+00:00,249.6,252.92,244.85,248.31
2010-05-20 00:00:00+00:00,241.88,243.85,236.21,237.57
2010-05-21 00:00:00+00:00,232.82,244.5,231.35,242.33
2010-05-24 00:00:00+00:00,247.17,250.9,246.26,246.75
2010-05-25 00:00:00+00:00,239.38,246.76,237.16,245.2
2010-05-26 00:00:00+00:00,250.03,252.13,243.75,244.11
2010-05-27 00:00:00+00:00,250.6,253.89,249.11,253.49
2010-05-28 00:00:00+00:00,259.279,259.399,253.35,256.99
2010-06-01 00:00:00+00:00,259.68,265.94,258.959,260.8
2010-06-02 00:00:00+00:00,264.54,264.8,260.339,263.94
2010-06-03 00:00:00+00:00,265.15,265.55,260.41,263.3
2010-06-04 00:00:00+00:00,258.209,261.899,254.63,256.089
2010-06-07 00:00:00+00:00,258.29,259.149,250.55,250.95
2010-06-08 00:00:00+00:00,253.23,253.8,245.65,249.38
2010-06-09 00:00:00+00:00,251.46,251.9,242.49,243.21
2010-06-10 00:00:00+00:00,244.67,250.98,242.2,250.74
2010-06-11 00:00:00+00:00,248.23,253.86,247.37,253.51
2010-06-14 00:00:00+00:00,255.95,259.149,254.01,254.18
2010-06-15 00:00:00+00:00,255.64,259.85,255.5,259.8
2010-06-16 00:00:00+00:00,261.1,267.75,260.63,267.28
2010-06-17 00:00:00+00:00,270.65,272.9,269.5,271.82
2010-06-18 00:00:00+00:00,272.17,275.0,271.42,274.07
2010-06-21 00:00:00+00:00,277.72,279.01,268.73,270.36
2010-06-22 00:00:00+00:00,272.07,275.97,271.5,273.46
2010-06-23 00:00:00+00:00,274.58,274.66,267.9,270.98
2010-06-24 00:00:00+00:00,271.12,273.2,268.1,268.73
2010-06-25 00:00:00+00:00,270.11,270.27,265.81,266.01
2010-06-28 00:00:00+00:00,266.93,269.75,264.52,268.3
2010-06-29 00:00:00+00:00,264.22,264.39,254.3,256.29
2010-06-30 00:00:00+00:00,256.709,257.97,250.01,251.54
2010-07-01 00:00:00+00:00,254.3,254.79,243.22,248.47
2010-07-02 00:00:00+00:00,250.5,250.93,243.2,247.0
2010-07-06 00:00:00+00:00,251.0,252.8,246.16,248.6
2010-07-07 00:00:00+00:00,250.49,258.769,249.75,258.769
2010-07-08 00:00:00+00:00,262.54,262.9,254.89,258.0
2010-07-09 00:00:00+00:00,256.88,259.899,255.16,259.7
2010-07-12 00:00:00+00:00,258.54,261.85,254.86,257.3
2010-07-13 00:00:00+00:00,256.36,256.399,246.43,252.11
2010-07-14 00:00:00+00:00,249.35,255.8,249.0,252.84
2010-07-15 00:00:00+00:00,248.14,256.97,247.3,251.3
2010-07-16 00:00:00+00:00,253.05,254.97,248.41,249.86
2010-07-19 00:00:00+00:00,249.88,249.88,239.6,245.64
2010-07-20 00:00:00+00:00,242.9,252.9,240.01,252.07
2010-07-21 00:00:00+00:00,265.12,265.15,254.0,254.25
2010-07-22 00:00:00+00:00,257.579,260.0,255.31,259.29
2010-07-23 00:00:00+00:00,257.079,260.38,256.279,260.05
2010-07-26 00:00:00+00:00,260.029,260.1,257.709,259.269
2010-07-27 00:00:00+00:00,260.87,264.8,260.3,264.01
2010-07-28 00:00:00+00:00,263.66,265.99,260.25,260.98
2010-07-29 00:00:00+00:00,260.709,262.65,256.1,258.11
2010-07-30 00:00:00+00:00,255.98,259.7,254.9,257.29
2010-08-02 00:00:00+00:00,260.38,262.59,259.62,261.769
2010-08-03 00:00:00+00:00,261.01,263.26,259.42,261.92
2010-08-04 00:00:00+00:00,262.84,264.28,260.31,262.94
2010-08-05 00:00:00+00:00,261.73,263.18,260.55,261.7
2010-08-06 00:00:00+00:00,259.79,261.49,257.63,260.149
2010-08-09 00:00:00+00:00,261.44,262.15,259.57,261.8
2010-08-10 00:00:00+00:00,259.85,260.45,257.55,259.399
2010-08-11 00:00:00+00:00,255.34,255.69,249.81,250.07
2010-08-12 00:00:00+00:00,246.65,253.1,246.12,251.79
2010-08-13 00:00:00+00:00,251.15,251.88,249.09,249.1
2010-08-16 00:00:00+00:00,247.63,250.01,246.62,247.67
2010-08-17 00:00:00+00:00,250.08,254.63,249.2,252.12
2010-08-18 00:00:00+00:00,252.52,254.67,251.58,253.07
2010-08-19 00:00:00+00:00,252.78,253.48,248.68,249.83
2010-08-20 00:00:00+00:00,249.33,253.92,249.0,249.66
2010-08-23 00:00:00+00:00,251.79,252.0,245.25,245.8
2010-08-24 00:00:00+00:00,242.67,243.0,238.65,240.25
2010-08-25 00:00:00+00:00,238.04,243.99,237.2,242.89
2010-08-26 00:00:00+00:00,245.37,245.74,240.28,240.29
2010-08-27 00:00:00+00:00,241.78,242.61,235.56,241.59
2010-08-30 00:00:00+00:00,240.76,245.75,240.68,242.51
2010-08-31 00:00:00+00:00,241.78,244.56,25.3,243.37
2010-09-01 00:00:00+00:00,247.47,251.46,246.28,250.27
2010-09-02 00:00:00+00:00,251.31,252.17,248.57,252.17
2010-09-03 00:00:00+00:00,255.08,258.779,254.5,258.769
2010-09-07 00:00:00+00:00,256.64,259.529,46.6,257.95
2010-09-08 00:00:00+00:00,259.779,264.39,259.1,262.91
2010-09-09 00:00:00+00:00,265.09,266.52,263.02,263.07
2010-09-10 00:00:00+00:00,263.09,264.5,261.399,263.4
2010-09-13 00:00:00+00:00,265.95,268.28,265.76,267.3
2010-09-14 00:00:00+00:00,266.19,269.17,265.52,268.04
2010-09-15 00:00:00+00:00,268.17,270.38,267.84,270.23
2010-09-16 00:00:00+00:00,270.28,276.67,269.5,276.57
2010-09-17 00:00:00+00:00,277.69,277.96,273.68,275.46
2010-09-20 00:00:00+00:00,276.16,283.78,275.85,283.4
2010-09-21 00:00:00+00:00,283.98,287.35,282.79,284.15
2010-09-22 00:00:00+00:00,282.71,287.98,282.41,287.74
2010-09-23 00:00:00+00:00,286.58,292.76,286.0,288.92
2010-09-24 00:00:00+00:00,292.0,293.53,290.55,292.48
2010-09-27 00:00:00+00:00,293.98,294.73,291.01,291.02
2010-09-28 00:00:00+00:00,291.71,291.77,275.0,286.85
2010-09-29 00:00:00+00:00,287.45,289.81,286.0,287.34
2010-09-30 00:00:00+00:00,289.01,290.0,281.25,283.75
2010-10-01 00:00:00+00:00,286.4,286.58,281.35,282.52
2010-10-04 00:00:00+00:00,281.6,282.9,277.77,278.6
2010-10-05 00:00:00+00:00,281.96,289.44,281.82,289.44
2010-10-06 00:00:00+00:00,289.64,291.99,285.26,288.96
2010-10-07 00:00:00+00:00,290.26,290.48,286.91,289.1
2010-10-08 00:00:00+00:00,291.83,294.5,290.0,294.11
2010-10-11 00:00:00+00:00,294.75,297.24,294.6,295.36
2010-10-12 00:00:00+00:00,295.41,299.5,292.49,298.74
2010-10-13 00:00:00+00:00,300.2,301.96,299.8,300.2
2010-10-14 00:00:00+00:00,301.38,302.47,300.4,302.27
2010-10-15 00:00:00+00:00,307.27,315.0,304.91,314.97
2010-10-18 00:00:00+00:00,318.45,319.0,314.29,317.92
2010-10-19 00:00:00+00:00,303.38,315.73,300.02,309.65
2010-10-20 00:00:00+00:00,309.0,314.25,306.87,310.53
2010-10-21 00:00:00+00:00,312.38,314.74,306.8,309.39
2010-10-22 00:00:00+00:00,309.11,310.04,306.3,307.88
2010-10-25 00:00:00+00:00,309.11,311.6,308.44,308.83
2010-10-26 00:00:00+00:00,306.99,309.74,305.65,308.06
2010-10-27 00:00:00+00:00,307.58,309.9,305.6,307.71
2010-10-28 00:00:00+00:00,308.01,308.01,300.9,305.23
2010-10-29 00:00:00+00:00,304.23,305.88,300.88,300.88
2010-11-01 00:00:00+00:00,302.47,305.6,302.2,304.18
2010-11-02 00:00:00+00:00,307.28,310.19,307.0,309.7
2010-11-03 00:00:00+00:00,311.37,312.88,308.53,312.75
2010-11-04 00:00:00+00:00,315.45,320.18,315.03,318.25
2010-11-05 00:00:00+00:00,317.89,319.57,316.75,317.13
2010-11-08 00:00:00+00:00,317.47,319.77,316.76,318.8
2010-11-09 00:00:00+00:00,321.04,321.3,314.5,316.08
2010-11-10 00:00:00+00:00,316.68,318.77,313.55,318.09
2010-11-11 00:00:00+00:00,315.06,318.4,314.25,316.54
2010-11-12 00:00:00+00:00,316.07,316.5,212.52,308.11
2010-11-15 00:00:00+00:00,308.51,310.54,306.27,307.41
2010-11-16 00:00:00+00:00,305.96,307.6,299.32,301.29
2010-11-17 00:00:00+00:00,301.14,303.99,297.76,300.35
2010-11-18 00:00:00+00:00,304.98,309.67,304.69,308.57
2010-11-19 00:00:00+00:00,307.97,308.4,305.24,306.9
2010-11-22 00:00:00+00:00,306.47,313.36,305.87,313.36
2010-11-23 00:00:00+00:00,310.5,311.75,306.56,308.72
2010-11-24 00:00:00+00:00,312.3,315.4,311.75,314.78
2010-11-26 00:00:00+00:00,313.83,317.7,312.94,314.67
2010-11-29 00:00:00+00:00,315.61,317.48,311.38,316.83
2010-11-30 00:00:00+00:00,313.75,314.36,310.87,311.2
2010-12-01 00:00:00+00:00,315.34,317.75,315.05,316.72
2010-12-02 00:00:00+00:00,317.62,319.0,314.89,318.13
2010-12-03 00:00:00+00:00,316.99,318.65,316.34,317.5
2010-12-06 00:00:00+00:00,318.6,322.33,318.42,320.17
2010-12-07 00:00:00+00:00,323.78,323.99,318.12,318.2
2010-12-08 00:00:00+00:00,319.73,321.01,317.11,321.01
2010-12-09 00:00:00+00:00,322.17,322.5,319.02,319.89
2010-12-10 00:00:00+00:00,319.6,321.05,318.6,320.6
2010-12-13 00:00:00+00:00,324.65,325.06,321.0,321.6
2010-12-14 00:00:00+00:00,321.5,322.54,319.0,320.26
2010-12-15 00:00:00+00:00,319.92,323.0,319.19,320.25
2010-12-16 00:00:00+00:00,321.05,322.61,320.11,321.0
2010-12-17 00:00:00+00:00,321.3,590.5,320.23,320.66
2010-12-20 00:00:00+00:00,321.6,323.25,318.23,322.2
2010-12-21 00:00:00+00:00,323.01,324.39,322.05,324.21
2010-12-22 00:00:00+00:00,324.37,325.72,323.55,325.25
2010-12-23 00:00:00+00:00,325.0,325.15,323.17,323.6
2010-12-27 00:00:00+00:00,323.17,325.44,321.52,324.7
2010-12-28 00:00:00+00:00,325.91,326.66,325.06,325.47
2010-12-29 00:00:00+00:00,326.07,326.45,325.1,325.3
2010-12-30 00:00:00+00:00,325.38,325.51,323.05,323.66
2010-12-31 00:00:00+00:00,322.95,323.48,321.31,322.44
2011-01-03 00:00:00+00:00,325.64,330.26,32.65,329.72
2011-01-04 00:00:00+00:00,332.46,332.53,328.15,331.3
2011-01-05 00:00:00+00:00,329.45,334.34,329.45,334.0
2011-01-06 00:00:00+00:00,334.97,335.25,332.9,333.65
2011-01-07 00:00:00+00:00,334.09,336.35,331.9,336.13
2011-01-10 00:00:00+00:00,338.71,343.23,337.17,342.3
2011-01-11 00:00:00+00:00,344.72,344.96,339.47,341.6
2011-01-12 00:00:00+00:00,343.46,344.43,342.0,344.42
2011-01-13 00:00:00+00:00,345.11,346.64,34.44,345.66
2011-01-14 00:00:00+00:00,345.89,348.48,344.44,348.46
2011-01-18 00:00:00+00:00,329.45,344.76,324.6,341.0
2011-01-19 00:00:00+00:00,348.39,348.6,336.88,338.84
2011-01-20 00:00:00+00:00,336.43,338.3,330.12,332.82
2011-01-21 00:00:00+00:00,333.62,334.88,326.63,326.72
2011-01-24 00:00:00+00:00,326.78,337.42,326.72,337.38
2011-01-25 00:00:00+00:00,336.36,341.44,334.57,341.4
2011-01-26 00:00:00+00:00,342.92,345.6,341.5,343.85
2011-01-27 00:00:00+00:00,343.78,344.69,342.83,343.25
2011-01-28 00:00:00+00:00,344.18,344.4,333.53,336.05
2011-01-31 00:00:00+00:00,335.81,340.04,334.3,339.3
2011-02-01 00:00:00+00:00,341.3,345.65,340.98,345.11
2011-02-02 00:00:00+00:00,344.44,345.25,343.55,344.32
2011-02-03 00:00:00+00:00,343.75,344.24,338.55,343.41
2011-02-04 00:00:00+00:00,343.65,346.7,343.51,346.5
2011-02-07 00:00:00+00:00,347.82,353.25,347.63,351.87
2011-02-08 00:00:00+00:00,353.5,355.52,352.15,355.32
2011-02-09 00:00:00+00:00,355.16,359.0,354.87,358.12
2011-02-10 00:00:00+00:00,357.4,360.0,348.0,354.54
2011-02-11 00:00:00+00:00,354.81,357.8,353.54,356.86
2011-02-14 00:00:00+00:00,356.82,359.48,356.71,359.18
2011-02-15 00:00:00+00:00,359.2,359.97,357.55,359.95
2011-02-16 00:00:00+00:00,360.8,364.9,360.5,363.06
2011-02-17 00:00:00+00:00,357.25,360.27,356.52,358.29
2011-02-18 00:00:00+00:00,358.41,359.5,35.1,350.56
2011-02-22 00:00:00+00:00,342.47,345.4,337.72,338.68
2011-02-23 00:00:00+00:00,338.77,344.64,338.61,342.62
2011-02-24 00:00:00+00:00,344.04,345.15,338.37,342.57
2011-02-25 00:00:00+00:00,345.24,348.43,344.8,348.29
2011-02-28 00:00:00+00:00,351.23,355.05,351.12,353.49
2011-03-01 00:00:00+00:00,355.5,355.72,347.68,349.5
2011-03-02 00:00:00+00:00,350.13,354.35,348.4,352.12
2011-03-03 00:00:00+00:00,356.83,359.79,355.92,359.55
2011-03-04 00:00:00+00:00,360.07,360.29,357.75,360.0
2011-03-07 00:00:00+00:00,361.38,361.67,351.31,355.4
2011-03-08 00:00:00+00:00,354.95,357.4,352.25,355.67
2011-03-09 00:00:00+00:00,354.7,354.76,350.6,352.45
2011-03-10 00:00:00+00:00,349.45,349.88,344.9,346.71
2011-03-11 00:00:00+00:00,345.21,352.32,345.0,352.01
2011-03-14 00:00:00+00:00,353.04,356.48,351.31,353.56
2011-03-15 00:00:00+00:00,342.1,347.84,340.1,345.43
2011-03-16 00:00:00+00:00,341.68,343.0,326.26,330.03
2011-03-17 00:00:00+00:00,336.83,339.61,334.22,334.49
2011-03-18 00:00:00+00:00,337.31,338.2,330.0,330.66
2011-03-21 00:00:00+00:00,336.0,339.74,335.26,339.2
2011-03-22 00:00:00+00:00,342.61,342.62,339.14,341.13
2011-03-23 00:00:00+00:00,339.39,340.22,335.95,339.13
2011-03-24 00:00:00+00:00,341.88,346.0,338.86,345.03
2011-03-25 00:00:00+00:00,348.05,352.06,347.02,351.59
2011-03-28 00:00:00+00:00,353.16,354.32,350.44,350.45
2011-03-29 00:00:00+00:00,347.6,353.32,346.06,350.95
2011-03-30 00:00:00+00:00,350.71,350.88,347.44,348.77
2011-03-31 00:00:00+00:00,346.29,349.8,346.06,348.58
2011-04-01 00:00:00+00:00,351.11,351.59,343.3,344.55
2011-04-04 00:00:00+00:00,344.48,344.58,338.4,341.2
2011-04-05 00:00:00+00:00,336.99,342.25,336.0,338.69
2011-04-06 00:00:00+00:00,341.44,343.9,337.14,338.04
2011-04-07 00:00:00+00:00,338.08,340.43,336.03,338.08
2011-04-08 00:00:00+00:00,340.01,340.15,333.95,335.06
2011-04-11 00:00:00+00:00,333.99,335.67,330.02,330.99
2011-04-12 00:00:00+00:00,330.58,333.73,330.2,332.4
2011-04-13 00:00:00+00:00,335.06,336.14,332.52,336.09
2011-04-14 00:00:00+00:00,334.98,336.0,332.06,332.07
2011-04-15 00:00:00+00:00,333.45,333.64,326.8,327.48
2011-04-18 00:00:00+00:00,326.15,332.23,320.16,331.85
2011-04-19 00:00:00+00:00,333.19,337.98,331.71,337.88
2011-04-20 00:00:00+00:00,343.63,345.75,341.5,342.36
2011-04-21 00:00:00+00:00,355.03,355.13,348.52,350.71
2011-04-25 00:00:00+00:00,350.38,353.75,350.3,353.1
2011-04-26 00:00:00+00:00,353.62,354.99,349.35,350.46
2011-04-27 00:00:00+00:00,352.16,352.35,347.1,350.24
2011-04-28 00:00:00+00:00,346.14,349.75,345.52,347.11
2011-04-29 00:00:00+00:00,347.14,353.95,346.67,349.09
2011-05-02 00:00:00+00:00,349.73,350.47,345.5,346.23
2011-05-03 00:00:00+00:00,347.99,349.89,345.62,348.0
2011-05-04 00:00:00+00:00,348.26,351.83,321.87,349.92
2011-05-05 00:00:00+00:00,348.42,350.95,346.05,346.91
2011-05-06 00:00:00+00:00,349.69,350.0,346.21,346.55
2011-05-09 00:00:00+00:00,347.82,349.2,346.53,347.51
2011-05-10 00:00:00+00:00,348.87,349.69,346.66,349.45
2011-05-11 00:00:00+00:00,349.0,350.0,345.24,347.24
2011-05-12 00:00:00+00:00,346.12,347.12,342.27,346.59
2011-05-13 00:00:00+00:00,345.66,346.25,340.35,340.48
2011-05-16 00:00:00+00:00,339.2,341.22,332.6,333.32
2011-05-17 00:00:00+00:00,332.0,336.14,330.73,336.11
2011-05-18 00:00:00+00:00,336.47,341.05,336.0,339.78
2011-05-19 00:00:00+00:00,342.05,342.41,338.67,340.55
2011-05-20 00:00:00+00:00,339.56,340.95,335.02,335.15
2011-05-23 00:00:00+00:00,329.97,335.98,329.42,334.4
2011-05-24 00:00:00+00:00,335.51,335.9,331.34,332.35
2011-05-25 00:00:00+00:00,333.5,338.56,332.85,336.55
2011-05-26 00:00:00+00:00,335.8,336.89,334.44,334.99
2011-05-27 00:00:00+00:00,334.8,337.63,334.31,337.37
2011-05-31 00:00:00+00:00,341.1,347.74,341.0,347.68
2011-06-01 00:00:00+00:00,349.0,352.13,344.65,345.5
2011-06-02 00:00:00+00:00,346.58,347.98,344.3,345.94
2011-06-03 00:00:00+00:00,343.2,345.33,342.01,343.31
2011-06-06 00:00:00+00:00,345.7,347.05,337.81,338.06
2011-06-07 00:00:00+00:00,338.2,339.56,331.9,331.91
2011-06-08 00:00:00+00:00,331.85,334.8,330.65,332.31
2011-06-09 00:00:00+00:00,333.24,333.67,330.75,331.5
2011-06-10 00:00:00+00:00,330.55,331.66,325.51,325.57
2011-06-13 00:00:00+00:00,327.16,328.31,325.07,326.59
2011-06-14 00:00:00+00:00,330.02,333.25,329.31,332.33
2011-06-15 00:00:00+00:00,329.74,330.3,324.88,326.79
2011-06-16 00:00:00+00:00,326.99,328.68,318.33,325.16
2011-06-17 00:00:00+00:00,328.99,329.25,319.36,320.31
2011-06-20 00:00:00+00:00,317.31,317.7,310.5,315.32
2011-06-21 00:00:00+00:00,316.76,325.8,315.2,325.27
2011-06-22 00:00:00+00:00,325.14,328.9,322.38,322.6
2011-06-23 00:00:00+00:00,318.97,331.69,318.12,331.24
2011-06-24 00:00:00+00:00,331.4,333.15,325.09,326.35
2011-06-27 00:00:00+00:00,327.63,333.9,327.25,332.08
2011-06-28 00:00:00+00:00,333.7,336.7,333.44,335.26
2011-06-29 00:00:00+00:00,336.04,336.37,331.88,334.04
2011-06-30 00:00:00+00:00,334.7,336.11,332.84,335.6
2011-07-01 00:00:00+00:00,335.84,343.5,334.2,343.4
2011-07-05 00:00:00+00:00,342.9,349.83,342.5,349.31
2011-07-06 00:00:00+00:00,348.95,354.1,346.71,351.84
2011-07-07 00:00:00+00:00,354.75,358.0,354.0,357.21
2011-07-08 00:00:00+00:00,353.34,360.0,352.2,359.72
2011-07-11 00:00:00+00:00,356.34,359.77,352.82,354.1
2011-07-12 00:00:00+00:00,353.59,357.68,348.62,353.85
2011-07-13 00:00:00+00:00,358.33,360.0,356.38,358.14
2011-07-14 00:00:00+00:00,361.02,361.61,356.34,357.91
2011-07-15 00:00:00+00:00,361.17,365.0,359.17,364.96
2011-07-18 00:00:00+00:00,365.43,374.65,365.28,373.82
2011-07-19 00:00:00+00:00,377.99,378.65,373.32,376.85
2011-07-20 00:00:00+00:00,396.21,396.27,386.0,387.0
2011-07-21 00:00:00+00:00,387.0,390.06,383.9,387.28
2011-07-22 00:00:00+00:00,388.32,395.05,387.75,393.3
2011-07-25 00:00:00+00:00,390.18,400.0,389.62,398.41
2011-07-26 00:00:00+00:00,400.0,404.5,399.68,403.26
2011-07-27 00:00:00+00:00,400.55,402.64,392.15,392.58
2011-07-28 00:00:00+00:00,391.62,396.99,388.13,391.91
2011-07-29 00:00:00+00:00,387.64,395.15,384.0,390.47
2011-08-01 00:00:00+00:00,397.68,399.5,392.37,396.74
2011-08-02 00:00:00+00:00,397.63,397.9,388.35,388.92
2011-08-03 00:00:00+00:00,390.98,393.55,382.24,392.57
2011-08-04 00:00:00+00:00,389.58,391.32,377.35,377.35
2011-08-05 00:00:00+00:00,380.53,383.5,362.57,373.75
2011-08-08 00:00:00+00:00,361.7,367.77,353.02,353.35
2011-08-09 00:00:00+00:00,361.55,374.61,355.0,374.42
2011-08-10 00:00:00+00:00,371.19,374.65,362.5,363.0
2011-08-11 00:00:00+00:00,370.52,375.45,364.72,373.68
2011-08-12 00:00:00+00:00,378.0,379.64,374.23,376.86
2011-08-15 00:00:00+00:00,379.64,384.97,378.09,383.3
2011-08-16 00:00:00+00:00,381.52,383.37,376.06,380.4
2011-08-17 00:00:00+00:00,382.35,384.52,378.0,380.21
2011-08-18 00:00:00+00:00,370.72,372.65,361.37,365.85
2011-08-19 00:00:00+00:00,362.17,367.0,356.0,356.08
2011-08-22 00:00:00+00:00,364.64,364.88,355.09,356.41
2011-08-23 00:00:00+00:00,360.16,373.64,357.0,373.59
2011-08-24 00:00:00+00:00,373.33,378.96,370.6,376.15
