,open,high,low,close
2007-09-18 00:00:00+00:00,139.05,142.85,137.83,140.91
2007-09-19 00:00:00+00:00,143.03,143.16,139.4,140.75
2007-09-20 00:00:00+00:00,140.17,141.79,139.32,140.28
2007-09-21 00:00:00+00:00,141.15,144.65,140.31,144.19
2007-09-24 00:00:00+00:00,146.73,149.85,146.65,148.44
2007-09-25 00:00:00+00:00,146.89,153.22,146.82,153.22
2007-09-26 00:00:00+00:00,154.49,155.0,151.25,152.72
2007-09-27 00:00:00+00:00,153.82,154.52,152.32,154.45
2007-09-28 00:00:00+00:00,153.36,154.6,152.75,153.5
2007-10-01 00:00:00+00:00,154.59,157.41,152.93,156.4
2007-10-02 00:00:00+00:00,156.55,158.59,155.89,158.46
2007-10-03 00:00:00+00:00,157.91,159.18,157.01,157.95
2007-10-04 00:00:00+00:00,158.0,158.08,153.5,156.33
2007-10-05 00:00:00+00:00,158.38,161.57,157.7,161.55
2007-10-08 00:00:00+00:00,163.49,167.89,162.97,167.89
2007-10-09 00:00:00+00:00,170.2,171.11,166.68,167.92
2007-10-10 00:00:00+00:00,167.54,167.88,165.6,166.74
2007-10-11 00:00:00+00:00,169.45,171.88,152.53,162.23
2007-10-12 00:00:00+00:00,163.01,167.33,161.8,167.27
2007-10-15 00:00:00+00:00,167.93,169.57,163.5,166.99
2007-10-16 00:00:00+00:00,165.53,170.18,165.18,169.58
2007-10-17 00:00:00+00:00,172.69,173.04,169.18,172.75
2007-10-18 00:00:00+00:00,171.47,174.19,171.05,173.5
2007-10-19 00:00:00+00:00,174.23,174.63,170.0,170.41
2007-10-22 00:00:00+00:00,170.25,174.9,169.97,174.41
2007-10-23 00:00:00+00:00,188.53,188.6,182.76,186.16
2007-10-24 00:00:00+00:00,185.8,187.21,179.24,185.9
2007-10-25 00:00:00+00:00,184.87,185.9,181.66,182.78
2007-10-26 00:00:00+00:00,185.29,185.37,182.88,184.7
2007-10-29 00:00:00+00:00,185.45,186.59,184.7,185.0
2007-10-30 00:00:00+00:00,186.23,189.37,184.73,187.05
2007-10-31 00:00:00+00:00,187.67,190.12,184.95,189.87
2007-11-01 00:00:00+00:00,188.5,190.1,180.0,187.54
2007-11-02 00:00:00+00:00,189.21,189.44,183.49,187.84
2007-11-05 00:00:00+00:00,185.3,188.96,184.24,186.04
2007-11-06 00:00:00+00:00,187.18,192.0,185.27,191.91
2007-11-07 00:00:00+00:00,190.59,192.68,186.13,186.51
2007-11-08 00:00:00+00:00,186.67,186.9,167.77,175.48
2007-11-09 00:00:00+00:00,171.14,175.12,165.21,165.36
2007-11-12 00:00:00+00:00,165.3,167.7,150.63,153.65
2007-11-13 00:00:00+00:00,160.87,170.98,160.14,169.87
2007-11-14 00:00:00+00:00,177.17,177.57,163.74,166.09
2007-11-15 00:00:00+00:00,166.39,169.59,160.3,164.25
2007-11-16 00:00:00+00:00,165.26,167.02,159.33,166.32
2007-11-19 00:00:00+00:00,166.08,168.2,162.1,164.0
2007-11-20 00:00:00+00:00,165.7,171.79,163.53,168.81
2007-11-21 00:00:00+00:00,165.86,172.35,164.67,168.29
2007-11-23 00:00:00+00:00,171.93,172.05,169.75,171.62
2007-11-26 00:00:00+00:00,173.59,177.27,172.35,172.57
2007-11-27 00:00:00+00:00,175.22,175.79,170.01,174.8
2007-11-28 00:00:00+00:00,176.87,180.6,175.35,180.13
2007-11-29 00:00:00+00:00,179.51,185.17,179.15,184.33
2007-11-30 00:00:00+00:00,187.38,187.7,102.6,182.15
2007-12-03 00:00:00+00:00,181.86,184.14,177.7,178.98
2007-12-04 00:00:00+00:00,177.12,180.9,176.99,179.83
2007-12-05 00:00:00+00:00,182.92,186.0,182.41,185.45
2007-12-06 00:00:00+00:00,186.25,199.1,186.12,189.95
2007-12-07 00:00:00+00:00,190.4,194.99,188.04,194.26
2007-12-10 00:00:00+00:00,193.59,195.66,192.69,194.17
2007-12-11 00:00:00+00:00,194.79,196.83,187.39,188.36
2007-12-12 00:00:00+00:00,193.44,194.48,185.76,191.16
2007-12-13 00:00:00+00:00,190.24,192.12,187.82,191.82
2007-12-14 00:00:00+00:00,190.33,200.0,189.54,190.38
2007-12-17 00:00:00+00:00,190.71,192.65,182.98,184.48
2007-12-18 00:00:00+00:00,186.52,187.33,178.6,182.97
2007-12-19 00:00:00+00:00,182.98,184.64,180.9,183.03
2007-12-20 00:00:00+00:00,185.34,187.83,183.33,187.15
2007-12-21 00:00:00+00:00,190.13,193.57,189.89,193.23
2007-12-24 00:00:00+00:00,195.03,199.33,194.79,198.61
2007-12-26 00:00:00+00:00,199.01,200.96,196.82,198.92
2007-12-27 00:00:00+00:00,198.95,202.96,197.8,198.97
2007-12-28 00:00:00+00:00,200.59,201.56,196.88,199.78
2007-12-31 00:00:00+00:00,199.46,200.5,197.75,198.08
2008-08-01 00:00:00+00:00,160.0,160.0,155.75,156.66
2008-08-04 00:00:00+00:00,156.6,157.9,152.91,153.29
2008-08-05 00:00:00+00:00,155.43,160.8,154.82,160.55
2008-08-06 00:00:00+00:00,159.97,167.4,158.0,164.19
2008-08-07 00:00:00+00:00,162.71,166.15,161.5,163.82
2008-08-08 00:00:00+00:00,163.75,169.65,163.75,169.48
2008-08-11 00:00:00+00:00,170.12,176.5,169.67,173.55
2008-08-12 00:00:00+00:00,173.53,179.29,173.51,176.88
2008-08-13 00:00:00+00:00,177.91,180.0,175.9,179.32
2008-08-14 00:00:00+00:00,178.31,180.45,177.84,179.26
2008-08-15 00:00:00+00:00,178.97,180.36,167.58,175.7
2008-08-18 00:00:00+00:00,175.39,177.81,173.82,175.42
2008-08-19 00:00:00+00:00,174.54,177.07,171.81,173.54
2008-08-20 00:00:00+00:00,174.75,176.94,173.61,175.89
2008-08-21 00:00:00+00:00,174.45,175.45,171.89,174.24
2008-08-22 00:00:00+00:00,175.85,177.5,175.57,176.8
2008-08-25 00:00:00+00:00,175.98,176.23,171.66,172.75
2008-08-26 00:00:00+00:00,172.65,174.88,172.61,173.66
2008-08-27 00:00:00+00:00,173.32,175.76,172.19,174.75
2008-08-28 00:00:00+00:00,175.28,176.25,172.75,173.59
2008-08-29 00:00:00+00:00,172.99,173.5,169.04,169.63
2008-09-02 00:00:00+00:00,172.51,173.5,165.0,166.2
2008-09-03 00:00:00+00:00,166.93,168.68,164.0,166.9
2008-09-04 00:00:00+00:00,165.86,167.91,160.81,161.23
2008-09-05 00:00:00+00:00,158.61,162.4,157.65,160.0
2008-09-08 00:00:00+00:00,164.56,164.89,151.46,157.94
2008-09-09 00:00:00+00:00,156.86,159.96,149.79,151.53
2008-09-10 00:00:00+00:00,152.48,154.99,148.8,151.56
2008-09-11 00:00:00+00:00,148.18,152.99,146.0,152.72
2008-09-12 00:00:00+00:00,150.81,150.91,146.5,148.92
2008-09-15 00:00:00+00:00,142.03,147.69,140.51,140.6
2008-09-16 00:00:00+00:00,133.67,142.5,132.15,139.7
2008-09-17 00:00:00+00:00,138.35,138.51,127.86,127.86
2008-09-18 00:00:00+00:00,130.57,140.0,120.68,133.8
2008-09-19 00:00:00+00:00,142.74,144.2,137.0,140.78
2008-09-22 00:00:00+00:00,139.94,140.25,130.66,130.83
2008-09-23 00:00:00+00:00,131.79,135.8,126.66,126.83
2008-09-24 00:00:00+00:00,127.46,130.949,125.15,128.72
2008-09-25 00:00:00+00:00,129.82,134.79,128.52,131.94
2008-09-26 00:00:00+00:00,124.91,129.8,123.0,128.169
2008-09-29 00:00:00+00:00,119.7,119.7,100.59,105.88
2008-09-30 00:00:00+00:00,108.25,115.0,31.0,113.71
2008-10-01 00:00:00+00:00,111.89,112.36,21.7,109.12
2008-10-02 00:00:00+00:00,108.01,108.79,100.0,100.1
2008-10-03 00:00:00+00:00,103.98,106.5,94.65,97.12
2008-10-06 00:00:00+00:00,91.96,98.78,87.54,97.71
2008-10-07 00:00:00+00:00,100.45,101.5,88.95,89.37
2008-10-08 00:00:00+00:00,86.0,96.33,85.68,89.66
2008-10-09 00:00:00+00:00,93.32,95.8,86.6,89.0
2008-10-10 00:00:00+00:00,85.64,100.0,85.0,97.15
2008-10-13 00:00:00+00:00,104.55,110.53,101.02,110.38
2008-10-14 00:00:00+00:00,116.26,116.4,103.14,104.0
2008-10-15 00:00:00+00:00,103.83,107.0,97.89,97.95
2008-10-16 00:00:00+00:00,99.77,103.43,91.74,101.86
2008-10-17 00:00:00+00:00,99.6,102.04,97.01,97.35
2008-10-20 00:00:00+00:00,99.77,100.03,93.64,98.41
2008-10-21 00:00:00+00:00,96.86,97.9,91.16,91.37
2008-10-22 00:00:00+00:00,97.51,101.25,92.93,96.71
2008-10-23 00:00:00+00:00,96.51,99.25,91.9,98.22
2008-10-24 00:00:00+00:00,90.28,97.9,90.11,96.36
2008-10-27 00:00:00+00:00,95.2,97.63,91.86,92.1
2008-10-28 00:00:00+00:00,95.44,100.45,92.37,100.16
2008-10-29 00:00:00+00:00,100.86,109.54,99.94,104.56
2008-10-30 00:00:00+00:00,108.26,112.19,107.61,111.05
2008-10-31 00:00:00+00:00,107.29,110.78,105.14,107.94
2008-11-03 00:00:00+00:00,105.88,109.1,104.86,106.95
2008-11-04 00:00:00+00:00,109.98,111.79,106.67,110.85
2008-11-05 00:00:00+00:00,109.0,109.72,102.99,103.26
2008-11-06 00:00:00+00:00,101.1,102.78,98.0,99.15
2008-11-07 00:00:00+00:00,99.17,99.85,95.72,98.23
2008-11-10 00:00:00+00:00,100.28,100.4,94.5,95.82
2008-11-11 00:00:00+00:00,94.75,97.17,92.26,94.77
2008-11-12 00:00:00+00:00,92.48,93.24,90.01,90.12
2008-11-13 00:00:00+00:00,89.81,96.4,9.5,96.33
2008-11-14 00:00:00+00:00,93.74,93.99,90.0,90.19
2008-11-17 00:00:00+00:00,88.48,90.55,87.26,88.23
2008-11-18 00:00:00+00:00,89.72,90.99,86.86,89.93
2008-11-19 00:00:00+00:00,89.54,91.58,86.22,86.22
2008-11-20 00:00:00+00:00,85.22,86.45,80.0,80.5
2008-11-21 00:00:00+00:00,81.93,84.12,79.14,82.58
2008-11-24 00:00:00+00:00,85.21,94.79,84.84,92.82
2008-11-25 00:00:00+00:00,94.66,94.72,88.16,90.81
2008-11-26 00:00:00+00:00,90.09,95.25,89.83,95.1
2008-11-28 00:00:00+00:00,94.7,94.88,91.86,92.35
2008-12-01 00:00:00+00:00,91.33,92.27,89.0,89.0
2008-12-02 00:00:00+00:00,90.09,92.65,86.5,92.49
2008-12-03 00:00:00+00:00,89.4,96.23,88.8,95.92
2008-12-04 00:00:00+00:00,94.4,95.21,89.06,91.22
2008-12-05 00:00:00+00:00,90.35,94.49,88.86,94.01
2008-12-08 00:00:00+00:00,97.28,100.8,95.8,99.7
2008-12-09 00:00:00+00:00,98.09,103.6,97.21,100.05
2008-12-10 00:00:00+00:00,97.82,99.49,96.5,98.08
2008-12-11 00:00:00+00:00,97.17,101.24,94.83,95.02
2008-12-12 00:00:00+00:00,92.8,99.0,92.53,98.37
2008-12-15 00:00:00+00:00,96.01,96.21,93.0,94.75
2008-12-16 00:00:00+00:00,93.98,96.48,92.75,94.92
2008-12-17 00:00:00+00:00,91.03,91.1,88.02,89.15
2008-12-18 00:00:00+00:00,89.44,90.83,88.44,89.41
2008-12-19 00:00:00+00:00,89.9,90.94,88.8,89.9
2008-12-22 00:00:00+00:00,90.02,90.03,84.69,85.77
2008-12-23 00:00:00+00:00,86.87,87.87,85.9,86.41
2008-12-24 00:00:00+00:00,86.14,86.25,84.55,85.07
2008-12-26 00:00:00+00:00,86.64,87.42,85.24,85.82
2008-12-29 00:00:00+00:00,86.7,87.62,85.07,86.6
2008-12-30 00:00:00+00:00,87.48,88.05,84.72,86.29
2008-12-31 00:00:00+00:00,85.84,87.74,85.34,85.34
2009-01-02 00:00:00+00:00,85.62,91.04,85.16,90.68
2009-01-05 00:00:00+00:00,93.2,96.18,92.71,94.61
2009-01-06 00:00:00+00:00,95.87,97.17,92.39,93.0
2009-01-07 00:00:00+00:00,91.8,92.5,90.26,91.0
2009-01-08 00:00:00+00:00,90.5,93.15,90.04,92.8
2009-01-09 00:00:00+00:00,93.3,93.38,90.14,90.58
2009-01-12 00:00:00+00:00,90.46,90.99,87.55,88.66
2009-01-13 00:00:00+00:00,88.24,89.74,86.35,87.69
2009-01-14 00:00:00+00:00,86.38,87.25,84.72,85.35
2009-01-15 00:00:00+00:00,80.57,84.12,80.05,83.42
2009-01-16 00:00:00+00:00,84.29,84.38,80.4,82.32
2009-01-20 00:00:00+00:00,81.79,82.0,78.22,78.25
2009-01-21 00:00:00+00:00,79.45,82.88,79.31,82.84
2009-01-22 00:00:00+00:00,88.04,90.0,85.82,88.5
2009-01-23 00:00:00+00:00,86.82,89.87,86.5,88.37
2009-01-26 00:00:00+00:00,88.89,90.97,88.3,89.65
2009-01-27 00:00:00+00:00,90.25,91.55,89.74,90.7
2009-01-28 00:00:00+00:00,92.12,95.0,91.5,94.32
2009-01-29 00:00:00+00:00,93.09,94.34,92.6,93.0
2009-01-30 00:00:00+00:00,92.57,93.62,90.01,90.14
2009-02-02 00:00:00+00:00,89.1,92.0,88.9,91.53
2009-02-03 00:00:00+00:00,91.9,93.38,90.28,92.96
2009-02-04 00:00:00+00:00,93.25,96.25,93.1,93.57
2009-02-05 00:00:00+00:00,92.82,97.25,92.62,96.43
2009-02-06 00:00:00+00:00,97.11,100.0,97.0,99.93
2009-02-09 00:00:00+00:00,99.9,103.0,98.39,102.6
2009-02-10 00:00:00+00:00,101.2,102.51,97.06,97.96
2009-02-11 00:00:00+00:00,96.39,98.31,95.77,96.83
2009-02-12 00:00:00+00:00,95.89,99.75,95.83,99.33
2009-02-13 00:00:00+00:00,98.99,99.94,98.12,99.12
2009-02-17 00:00:00+00:00,96.87,97.04,94.28,94.53
2009-02-18 00:00:00+00:00,95.05,95.85,92.72,94.38
2009-02-19 00:00:00+00:00,93.37,94.25,90.11,90.64
2009-02-20 00:00:00+00:00,89.35,92.4,89.0,91.13
2009-02-23 00:00:00+00:00,91.65,92.0,86.51,87.09
2009-02-24 00:00:00+00:00,87.44,90.89,87.0,90.25
2009-02-25 00:00:00+00:00,89.98,92.92,89.25,91.07
2009-02-26 00:00:00+00:00,91.9,92.92,88.96,89.02
2009-02-27 00:00:00+00:00,87.8,91.3,87.67,89.32
2009-03-02 00:00:00+00:00,88.16,91.2,87.67,88.11
2009-03-03 00:00:00+00:00,88.96,90.74,87.88,88.36
2009-03-04 00:00:00+00:00,90.11,92.77,89.45,91.38
2009-03-05 00:00:00+00:00,90.49,91.87,88.45,88.97
2009-03-06 00:00:00+00:00,88.34,88.4,82.33,85.42
2009-03-09 00:00:00+00:00,84.15,87.6,82.57,83.15
2009-03-10 00:00:00+00:00,84.87,89.17,84.36,88.44
2009-03-11 00:00:00+00:00,89.81,94.07,89.58,92.68
2009-03-12 00:00:00+00:00,92.9,96.58,92.0,96.34
2009-03-13 00:00:00+00:00,96.3,97.2,95.01,95.93
2009-03-16 00:00:00+00:00,96.53,97.39,94.18,95.48
2009-03-17 00:00:00+00:00,95.28,99.69,95.07,99.65
2009-03-18 00:00:00+00:00,99.9,103.48,99.72,101.56
2009-03-19 00:00:00+00:00,101.85,103.2,100.25,101.64
2009-03-20 00:00:00+00:00,102.0,103.11,100.57,101.49
2009-03-23 00:00:00+00:00,102.75,108.16,101.75,107.61
2009-03-24 00:00:00+00:00,106.36,109.44,105.39,106.52
2009-03-25 00:00:00+00:00,107.52,108.36,103.86,106.49
2009-03-26 00:00:00+00:00,107.83,109.98,107.58,109.87
2009-03-27 00:00:00+00:00,108.29,108.53,106.4,107.13
2009-03-30 00:00:00+00:00,104.32,105.01,102.61,104.45
2009-03-31 00:00:00+00:00,105.45,107.45,105.0,105.15
2009-04-01 00:00:00+00:00,104.1,109.0,103.89,108.69
2009-04-02 00:00:00+00:00,110.14,114.75,109.78,112.7
2009-04-03 00:00:00+00:00,114.31,116.13,113.52,115.98
2009-04-06 00:00:00+00:00,114.94,118.75,113.28,118.44
2009-04-07 00:00:00+00:00,116.5,116.67,114.19,115.0
2009-04-08 00:00:00+00:00,115.43,116.79,114.58,116.32
2009-04-09 00:00:00+00:00,118.49,120.0,117.96,119.64
2009-04-13 00:00:00+00:00,119.97,120.98,119.0,120.21
2009-04-14 00:00:00+00:00,119.57,120.17,117.25,118.32
2009-04-15 00:00:00+00:00,117.15,118.25,115.76,117.54
2009-04-16 00:00:00+00:00,119.18,123.15,118.79,121.55
2009-04-17 00:00:00+00:00,120.85,124.25,120.25,123.4
2009-04-20 00:00:00+00:00,121.8,122.99,119.16,120.48
2009-04-21 00:00:00+00:00,118.89,122.14,118.6,121.77
2009-04-22 00:00:00+00:00,122.6,125.35,121.2,121.55
2009-04-23 00:00:00+00:00,126.59,127.2,123.51,125.62
2009-04-24 00:00:00+00:00,124.64,125.14,122.97,123.89
2009-04-27 00:00:00+00:00,122.8,125.0,122.66,124.73
2009-04-28 00:00:00+00:00,123.38,126.21,123.26,123.98
2009-04-29 00:00:00+00:00,124.88,126.85,123.83,125.41
2009-04-30 00:00:00+00:00,126.2,127.0,124.92,125.8
2009-05-01 00:00:00+00:00,125.8,127.95,125.8,127.21
2009-05-04 00:00:00+00:00,128.22,132.25,127.4,132.19
2009-05-05 00:00:00+00:00,131.85,132.86,131.12,132.7
2009-05-06 00:00:00+00:00,133.4,133.5,130.22,132.49
2009-05-07 00:00:00+00:00,132.33,132.39,127.9,129.039
2009-05-08 00:00:00+00:00,129.039,133.49,126.26,129.229
2009-05-11 00:00:00+00:00,127.37,130.96,127.12,129.52
2009-05-12 00:00:00+00:00,129.58,129.71,123.25,124.46
2009-05-13 00:00:00+00:00,123.21,124.02,119.4,119.41
2009-05-14 00:00:00+00:00,119.75,123.53,119.7,122.95
2009-05-15 00:00:00+00:00,122.24,124.62,121.61,122.34
2009-05-18 00:00:00+00:00,123.73,126.7,121.57,126.66
2009-05-19 00:00:00+00:00,126.82,129.31,125.74,127.47
2009-05-20 00:00:00+00:00,127.76,129.21,125.3,125.89
2009-05-21 00:00:00+00:00,125.15,126.78,122.89,123.92
2009-05-22 00:00:00+00:00,124.07,124.18,121.75,122.5
2009-05-26 00:00:00+00:00,124.76,130.83,124.52,130.75
2009-05-27 00:00:00+00:00,131.78,134.98,130.91,132.96
2009-05-28 00:00:00+00:00,133.45,135.39,132.03,135.02
2009-05-29 00:00:00+00:00,135.36,135.9,133.85,135.82
2009-06-01 00:00:00+00:00,136.47,139.99,136.0,139.34
2009-06-02 00:00:00+00:00,138.71,141.34,138.35,139.48
2009-06-03 00:00:00+00:00,140.0,141.11,139.07,141.03
2009-06-04 00:00:00+00:00,140.13,144.18,140.04,143.67
2009-06-05 00:00:00+00:00,145.31,146.4,141.7,144.69
2009-06-08 00:00:00+00:00,143.82,144.23,139.43,143.73
2009-06-09 00:00:00+00:00,143.81,144.56,140.55,142.6
2009-06-10 00:00:00+00:00,142.36,142.43,138.3,140.2
2009-06-11 00:00:00+00:00,139.61,141.56,138.55,139.78
2009-06-12 00:00:00+00:00,138.81,139.1,136.04,136.82
2009-06-15 00:00:00+00:00,136.06,136.93,134.89,136.09
2009-06-16 00:00:00+00:00,136.67,138.47,136.1,136.35
2009-06-17 00:00:00+00:00,136.63,137.45,134.53,135.65
2009-06-18 00:00:00+00:00,136.06,138.0,135.59,135.91
2009-06-19 00:00:00+00:00,138.01,139.5,135.88,139.43
2009-06-22 00:00:00+00:00,140.65,141.56,136.33,137.36
2009-06-23 00:00:00+00:00,136.4,136.95,132.88,133.96
2009-06-24 00:00:00+00:00,135.42,137.5,134.86,136.26
2009-06-25 00:00:00+00:00,135.77,140.2,135.21,139.94
2009-06-26 00:00:00+00:00,139.79,143.56,139.74,142.5
2009-06-29 00:00:00+00:00,143.46,143.95,141.54,141.96
2009-06-30 00:00:00+00:00,142.58,143.8,141.8,142.52
2009-07-01 00:00:00+00:00,143.49,144.66,142.52,142.83
2009-07-02 00:00:00+00:00,141.25,141.32,139.79,140.03
2009-07-06 00:00:00+00:00,138.73,138.99,136.25,138.61
2009-07-07 00:00:00+00:00,138.44,139.68,135.18,135.41
2009-07-08 00:00:00+00:00,135.92,138.04,134.42,137.23
2009-07-09 00:00:00+00:00,137.83,100000.0,135.93,136.3
2009-07-10 00:00:00+00:00,136.34,138.97,136.29,138.49
2009-07-13 00:00:00+00:00,139.51,142.33,137.53,142.33
2009-07-14 00:00:00+00:00,141.88,143.18,141.16,142.27
2009-07-15 00:00:00+00:00,145.04,147.0,144.32,146.82
2009-07-16 00:00:00+00:00,145.88,148.02,145.57,147.49
2009-07-17 00:00:00+00:00,149.08,152.02,148.63,151.75
2009-07-20 00:00:00+00:00,153.26,155.04,150.89,152.95
2009-07-21 00:00:00+00:00,153.28,153.43,149.75,151.6
2009-07-22 00:00:00+00:00,157.7,158.73,156.11,156.71
2009-07-23 00:00:00+00:00,156.61,158.44,155.56,157.83
2009-07-24 00:00:00+00:00,156.95,160.0,156.5,160.0
2009-07-27 00:00:00+00:00,160.17,160.88,157.26,160.11
2009-07-28 00:00:00+00:00,158.96,160.11,157.6,159.99
2009-07-29 00:00:00+00:00,158.91,160.45,158.25,160.05
2009-07-30 00:00:00+00:00,161.69,164.72,161.5,162.75
2009-07-31 00:00:00+00:00,163.0,165.0,162.91,163.58
2009-08-03 00:00:00+00:00,165.21,166.64,164.87,166.42
2009-08-04 00:00:00+00:00,164.99,165.57,164.21,165.5
2009-08-05 00:00:00+00:00,165.8,167.39,164.21,165.0
2009-08-06 00:00:00+00:00,165.58,166.51,163.09,163.91
2009-08-07 00:00:00+00:00,165.42,166.6,164.8,165.58
2009-08-10 00:00:00+00:00,165.66,166.6,163.66,164.66
2009-08-11 00:00:00+00:00,163.69,164.38,161.88,162.87
2009-08-12 00:00:00+00:00,162.55,166.71,162.46,165.47
2009-08-13 00:00:00+00:00,166.64,168.67,166.5,168.42
2009-08-14 00:00:00+00:00,167.91,168.23,165.53,166.8
2009-08-17 00:00:00+00:00,163.59,163.6,159.42,159.62
2009-08-18 00:00:00+00:00,161.63,164.24,161.41,164.0
2009-08-19 00:00:00+00:00,162.75,165.3,162.45,164.6
2009-08-20 00:00:00+00:00,164.99,166.72,164.61,166.4
2009-08-21 00:00:00+00:00,167.72,169.37,166.8,169.2
2009-08-24 00:00:00+00:00,170.12,170.71,168.27,169.2
2009-08-25 00:00:00+00:00,169.51,170.94,169.13,169.4
2009-08-26 00:00:00+00:00,168.92,169.8,166.76,167.41
2009-08-27 00:00:00+00:00,168.73,169.57,164.83,169.44
2009-08-28 00:00:00+00:00,172.27,172.49,168.53,169.94
2009-08-31 00:00:00+00:00,168.16,168.85,166.5,168.24
2009-09-01 00:00:00+00:00,167.99,170.0,164.94,165.3
2009-09-02 00:00:00+00:00,164.62,167.61,164.11,165.15
2009-09-03 00:00:00+00:00,166.44,167.1,165.0,166.53
2009-09-04 00:00:00+00:00,167.22,170.7,167.09,170.25
2009-09-08 00:00:00+00:00,172.6,173.14,172.0,172.92
2009-09-09 00:00:00+00:00,172.82,174.47,169.7,171.04
2009-09-10 00:00:00+00:00,172.05,173.25,170.81,172.61
2009-09-11 00:00:00+00:00,172.91,173.18,170.87,172.16
2009-09-14 00:00:00+00:00,170.94,173.9,170.25,173.7
2009-09-15 00:00:00+00:00,174.04,175.65,173.59,175.16
2009-09-16 00:00:00+00:00,177.94,182.75,177.88,181.88
2009-09-17 00:00:00+00:00,181.96,186.79,181.96,184.57
2009-09-18 00:00:00+00:00,185.86,186.55,184.76,185.01
2009-09-21 00:00:00+00:00,184.34,185.16,10.59,184.08
2009-09-22 00:00:00+00:00,185.18,185.38,182.85,184.54
2009-09-23 00:00:00+00:00,185.4,188.9,185.03,185.53
2009-09-24 00:00:00+00:00,187.29,187.7,182.77,183.82
2009-09-25 00:00:00+00:00,182.01,185.5,181.44,182.18
2009-09-28 00:00:00+00:00,183.85,186.68,183.33,186.16
2009-09-29 00:00:00+00:00,186.73,187.4,184.31,185.42
2009-09-30 00:00:00+00:00,186.13,186.45,182.61,185.37
2009-10-01 00:00:00+00:00,185.35,186.22,180.7,180.76
2009-10-02 00:00:00+00:00,181.4,185.94,181.35,184.9
2009-10-05 00:00:00+00:00,186.21,186.86,184.27,186.0
2009-10-06 00:00:00+00:00,187.75,190.0,187.3,190.0
2009-10-07 00:00:00+00:00,189.68,190.55,189.03,190.24
2009-10-08 00:00:00+00:00,190.76,191.45,188.89,189.25
2009-10-09 00:00:00+00:00,188.97,190.7,188.62,190.45
2009-10-12 00:00:00+00:00,191.08,191.51,189.64,190.81
2009-10-13 00:00:00+00:00,190.59,191.17,189.7,189.98
2009-10-14 00:00:00+00:00,192.25,192.32,190.23,191.3
2009-10-15 00:00:00+00:00,189.63,190.92,189.53,190.56
2009-10-16 00:00:00+00:00,189.34,190.36,187.84,188.1
2009-10-19 00:00:00+00:00,187.85,190.0,185.55,189.96
2009-10-20 00:00:00+00:00,200.6,202.47,197.85,198.78
2009-10-21 00:00:00+00:00,199.52,208.71,199.23,204.98
2009-10-22 00:00:00+00:00,204.71,207.85,202.51,205.2
2009-10-23 00:00:00+00:00,205.84,205.9,203.23,203.88
2009-10-26 00:00:00+00:00,203.49,206.75,200.1,202.28
2009-10-27 00:00:00+00:00,201.66,202.81,196.45,197.38
2009-10-28 00:00:00+00:00,197.52,198.02,191.1,192.27
2009-10-29 00:00:00+00:00,194.87,196.81,192.14,196.39
2009-10-30 00:00:00+00:00,195.99,196.8,186.07,188.5
2009-11-02 00:00:00+00:00,189.79,192.88,185.57,189.29
2009-11-03 00:00:00+00:00,187.97,189.52,185.92,188.71
2009-11-04 00:00:00+00:00,190.72,193.85,190.23,190.87
2009-11-05 00:00:00+00:00,192.37,195.0,191.82,194.16
2009-11-06 00:00:00+00:00,192.65,195.19,192.4,194.35
2009-11-09 00:00:00+00:00,196.94,201.9,196.26,201.5
2009-11-10 00:00:00+00:00,201.15,204.98,201.01,202.98
2009-11-11 00:00:00+00:00,204.63,205.0,201.83,203.26
2009-11-12 00:00:00+00:00,203.29,204.87,201.43,202.0
2009-11-13 00:00:00+00:00,202.9,204.83,202.07,204.49
2009-11-16 00:00:00+00:00,205.48,208.0,205.01,206.45
2009-11-17 00:00:00+00:00,206.08,207.44,205.0,206.99
2009-11-18 00:00:00+00:00,206.54,207.0,204.0,205.96
2009-11-19 00:00:00+00:00,204.7,204.76,199.8,200.5
2009-11-20 00:00:00+00:00,199.01,200.39,197.76,199.93
2009-11-23 00:00:00+00:00,203.0,206.0,202.95,205.87
2009-11-24 00:00:00+00:00,205.33,205.33,202.9,204.44
2009-11-25 00:00:00+00:00,205.5,205.65,203.76,204.13
2009-11-27 00:00:00+00:00,199.22,202.96,198.37,200.52
2009-11-30 00:00:00+00:00,201.19,201.68,198.77,199.95
2009-12-01 00:00:00+00:00,202.23,202.77,196.83,196.91
2009-12-02 00:00:00+00:00,198.84,201.42,195.75,196.12
2009-12-03 00:00:00+00:00,197.5,198.98,196.27,196.5
2009-12-04 00:00:00+00:00,199.62,199.88,190.28,193.32
2009-12-07 00:00:00+00:00,193.32,193.77,188.68,189.0
2009-12-08 00:00:00+00:00,189.18,192.35,188.7,189.83
2009-12-09 00:00:00+00:00,191.23,198.16,190.31,197.45
2009-12-10 00:00:00+00:00,199.49,199.7,196.12,196.6
2009-12-11 00:00:00+00:00,197.66,198.0,193.43,194.7
2009-12-14 00:00:00+00:00,195.37,197.43,192.56,197.02
2009-12-15 00:00:00+00:00,195.83,197.51,193.27,194.17
2009-12-16 00:00:00+00:00,195.1,196.5,194.55,195.03
2009-12-17 00:00:00+00:00,194.26,195.02,191.77,191.77
2009-12-18 00:00:00+00:00,193.17,195.26,192.2,195.16
